"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","index","actual","forecast_vals"
3.79608776031698,3.65027332114199,4.97041579268893,2.31398039136762,4.00865428382224,4.39856261550037,3.4233735424752,4.25621428633013,4.32417299880838,3.59740576602569,1,4.112,3.4908890114735
2.87561820444711,2.00260879991407,3.61367349057333,2.75055441407551,2.5613011979876,3.9771706113342,3.25826562265505,3.77156211040474,3.88515587115731,3.37770212512166,2,3.9,3.3605720893321
3.450300331355,2.56279421157413,3.67540269003062,4.21470457426556,3.7649954725833,3.01409881591493,3.68286446665906,3.71992206516109,4.3737820676328,2.66851489594978,3,3.976,3.25589521165787
2.88266880834404,3.66670833338136,3.32023159644837,3.81587109886703,2.90138976212881,3.39226567029285,3.56440677086032,4.35440188841167,3.37212380857886,3.07280413238455,4,3.92,3.26196790123662
3.34037837095206,4.07249138530992,3.36720675831304,3.74388431090767,3.27509097181714,3.45224589991815,3.5199112122731,3.53022297373994,2.40790451278549,1.89130876500719,5,3.9,3.29833782837
3.29150660630556,6.18008428452562,5.33602175706994,4.90946185321475,5.42978181888659,3.91189271774197,4.3833050020573,5.31700045268508,4.4519485241544,3.80910012040956,6,3.996,4.43514321706651
5.11342388457021,6.16059704478014,5.10775627263313,5.54842294452256,6.07179952180738,5.28880964884834,5.73091524143405,4.35249090544378,6.3952894774819,5.02222643508375,7,4.044,5.39898325655918
4.9474279301774,6.72392199030318,5.78295653461179,6.9766641818639,7.28604185411861,6.37859619936993,8.10475065147135,6.57022746325825,6.72894778640946,5.65303979764493,8,5.6,6.81149997160739
6.80048584812299,5.84809820901034,6.42961593127631,7.01935918615036,6.28486402697113,6.20333483390228,8.43902931041361,7.34752179041661,5.65798725366066,5.02496346441201,9,6.68,6.04265433593299
6.46593927481558,4.83418753581048,4.33700615490329,5.39460365869801,4.85809101776611,4.38139981884283,6.57488727727946,5.3406013711034,4.51505427769535,4.54394444880856,10,6.356,5.41699386073523
6.07482459095182,4.03903708252701,4.88787356725988,4.49289698018079,3.87338098820603,3.35839031516891,4.05530975668436,5.36603030811504,5.57061745587119,2.83940325861571,11,6.47199999999999,4.32696369420608
4.64475434406509,4.32132356658776,5.72813662276294,3.3062001276686,3.5089428283702,2.88113296701022,3.24805917035708,4.6133660105144,4.95801578153721,1.96478235185982,12,5.18,4.04370821939613
4.76028935021631,4.35988294579226,4.11679777395781,3.37659877883123,3.08591627839623,3.68487883697635,3.49491694670589,4.33457538090331,3.48571766962889,4.44247835940793,13,4.024,3.82325630686425
4.76243074310327,3.78311269849783,4.0016699960895,3.03038934643806,4.10591163647178,2.04592146966841,2.14919444889258,2.8726498680568,2.87969637675389,4.93499111407172,14,3.816,3.89274805216749
4.82931400824322,2.83987093360746,3.86959863269861,4.05923924937987,4.73917473346999,3.06966775982529,3.19761877423253,4.21112935710327,3.82481152795853,3.44658448659416,15,3.692,3.9343198091089
5.89082381705327,2.88613514696687,4.4029640551366,4.16804750552244,3.83834728180906,2.36914195547904,3.5523856134701,2.50029847546322,3.72097018216237,3.15180157134433,16,3.38,3.8025875072494
5.45524102642769,4.22804344725341,4.73015579237162,3.03346143116623,3.52128963207276,3.33801790622736,2.60244245796516,3.4891020157517,4.81925062671321,4.70138572083011,17,3.184,3.94216907214335
5.13281046121493,3.83380830977242,4.10130531073184,3.30024823874056,3.60850603014014,3.99237293195259,3.54293693708055,3.88316671946946,4.26822137904679,5.09016397550017,18,3.152,4.32159156917471
4.22392897619668,5.42281955460202,5.67240668992843,4.89715596512029,5.69435154899862,4.00685413704048,3.98477704726948,4.39896479403783,6.38358297190323,5.68346830829054,19,4.21146008460969,5.55122083448075
6.5357532686373,6.54361592856541,7.52624003030414,6.51920699541634,5.97124994518325,6.38766866781971,6.27361025173743,6.52460470125553,7.09568031840054,7.78667247358098,20,5.34699090490676,6.51639123750793
7.14225201169002,6.13686634080988,7.67074954864769,6.79964742482601,6.42141524066087,5.65803329219886,6.77589482073673,6.47228551035036,7.82097155384198,8.10505826968042,21,7.37439939727262,6.47229463291019
7.2810037446797,6.12180363466098,6.78187175511343,6.78213528046152,5.33567435994936,4.20985663879607,7.45768652700291,7.48918456530779,7.89201599382727,5.31401649801553,22,5.21499358203821,6.12520938172409
6.2584739118162,4.98422200162047,6.52785609219316,5.25585698039097,5.45652471206944,4.10832221066679,5.43576732633201,6.30024050816545,4.66920266414034,5.30962788215991,23,5.14037543407455,5.06597710167904
5.989902594647,4.53416874938307,4.79471666202708,3.93041655053389,2.91121933680926,4.99853541727857,4.54408855805699,4.43688252069841,3.42231572945237,5.26637390212269,24,3.676,4.13832910747044
3.79256870512242,3.73475266852358,5.40733712534127,3.7495190311854,3.07384051110981,5.35798384380765,3.66645722467612,4.04739532959176,4.03244079470072,4.37513445512889,25,3.804,3.59195470398162
2.48290846868312,2.29063027380174,3.46259997185271,2.4555208085487,2.84846042987842,4.50587175915474,1.43075970104313,3.75867007222556,3.66892842617031,3.19182535185903,26,3.924,3.42275972935002
3.99369415135318,2.10305249576206,4.37461037092899,3.35131597854593,1.65508731623641,2.96660981431284,3.19015949047077,3.76161448262687,3.58517269040129,2.79362228491782,27,3.944,3.28300426036328
4.94827627432516,2.16868763662529,4.82841446816802,3.84695767650784,2.87213316741775,3.21410941527548,2.39465235027996,4.14424226434606,2.99893628991598,2.99371270833871,28,4.136,3.29226080176941
4.507611814276,4.11162996830664,5.01905396582727,1.74402088917689,2.6471822042004,3.64622405984305,1.83554762526647,3.83391828890566,2.45513011265129,3.07611824430381,29,4.196,3.43317583032512
3.26380237679532,4.19666326761706,6.10053496463351,5.40864689670169,3.91725181337283,5.2124265123884,2.35044859896339,5.56832725132012,3.99491368885776,4.4473558203258,30,3.904,4.43320301082655
3.64653813350344,5.80400329869117,5.93112628315191,5.15954907415585,4.58755023787671,5.52253285576364,5.52478547559406,5.89450452735746,6.18612003274094,5.25090023315862,31,4.188,5.43270957355752
3.5082200147888,6.38871313133079,6.73999137628486,6.35451354659432,5.27200077371135,6.61589459736937,7.60913672022562,6.98517775186129,5.62694463320094,6.44682976169488,32,5.404,6.5044731119815
5.67410712090275,6.62653950522988,7.79413843071735,5.82575279678585,5.21688709201527,5.87208235713882,7.22016371742742,7.30678545792211,5.51075178741575,5.62816222155988,33,6.816,6.10793532598561
6.82900312358803,5.91855475617294,7.06009306442797,5.49614580809608,4.63983851168962,4.90394655046154,6.20238868779179,5.78971762346641,5.1084999484492,3.36181793257974,34,6.11599999999999,5.4914146075101
5.75392673327146,4.08647263558577,6.4487085524527,3.64578242291726,3.56722786944661,3.47067258610194,4.24536792184625,4.70003979845165,4.96049283908564,3.34767858365037,35,5.392,4.49730560166006
6.83220589179804,4.83197455554378,5.60733370470273,3.21215235066614,3.11383111556572,4.27260305272261,3.15322208137366,3.51749899695362,3.99132027800654,2.73790977402725,36,4.676,4.04433090296938
3.05701460781298,4.88578985780883,4.43824365062901,3.98701640778671,2.96148003768508,4.93396472171094,1.63757141216723,3.0819073687429,3.1270865483955,4.02811188199092,37,3.748,3.80993316978663
4.94600779849623,3.40463855183507,3.71455978393093,3.02040434394056,4.36493322707127,4.20059773704953,2.50022240962158,3.36088546725758,4.87716684390757,5.10758642505683,38,3.36,3.83673565663883
4.84374636404011,3.17345026058614,3.7461132208003,3.93962261788042,5.10937259666457,3.41634077425417,1.90497436674151,2.94333795496572,3.82894514893629,3.64190853454508,39,3.252,3.8783971644868
5.93436422813088,2.45513068109634,3.1885714023939,4.65580056104085,4.1255505025671,2.81750529543625,2.42030737593859,3.12372521288169,3.90448614804042,2.96182464054654,40,3.272,3.76438834585339
3.99670870804506,4.14858271984207,4.28730199678941,3.93239715340835,3.23521599229874,4.09817522798024,1.22780678180885,2.86441960658239,3.48529803955893,4.02947768376628,41,3.416,3.94378089201958
5.18579069992258,4.69109460021305,4.81871333922083,3.6005069073237,4.31809407964913,3.74209724296046,2.88012185060289,3.91137627888474,3.05053791540825,4.37971438521687,42,3.332,4.46796321052772
4.85955538260638,5.79728608218649,7.0967753245313,5.42267479063556,7.10995394039063,4.55865632341525,4.21680973954786,3.92838322640971,5.2688116323514,5.21795047670802,43,4.68931949134171,5.54861307010645
5.80396666109571,6.30406585102803,7.98758110922514,5.39493782528089,7.90229458790754,5.28866626087656,6.17575814666954,5.02407810484989,6.05819875684689,7.45202052028452,44,5.32793060407788,6.39663729544155
5.95678528524601,5.04669898697544,7.95918016354529,7.5704477431517,7.74767115622065,4.99842005708777,6.55680819811137,5.6098066740654,8.19277636061487,6.53058961245279,45,8.95058028974011,6.44441640408496
7.93112939492321,6.09194803274684,6.53836419072594,7.67070204715492,5.42543634736785,4.04090863175536,5.96185890161074,6.16293402368944,7.25533971091278,4.77471940962746,46,5.547600122042,5.9478688374945
7.77716743357323,4.76070683267159,6.63010226929578,6.25606559388231,4.00656372864009,4.14724580470131,4.88906547987042,4.50837794246187,6.21598538838094,4.92478438603421,47,4.80057848725282,5.0031822563971
6.49453086554203,3.47107093745452,5.130655537065,4.57928165173226,2.56164924769797,4.95130940187579,2.52397194529473,3.23894487143816,4.1922003647185,4.4432988188049,48,3.64,4.18382731644572
4.80931930198449,3.15823466110455,5.5638754107959,3.15144855781031,2.94362280593177,5.0679587253861,2.30893461039543,4.20357122416885,3.94300311262811,3.63439388439726,49,4.32,3.66600758579044
3.26208184724249,1.23308951770201,4.05258171529528,3.15973273819535,3.19223044526991,4.47761713916333,1.90337563641931,3.24130397407389,2.81011483352445,2.33317248995241,50,5.176,3.47143668216714
4.10877067612152,2.68040180504095,5.27034823612046,2.44782722136287,1.99663108810201,2.62405995250426,2.71629696953563,3.44651581885035,3.54213057590164,3.17215439029828,51,5.02,3.32099086047577
